Compound	RNA.molecule	Compound.CID
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-218-1	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-218-2	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-221	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-222	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-24-1	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-24-2	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-26a-1	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-28	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-29a	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-29b-1	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-29b-2	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-29c	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-30b	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-324	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-33b	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-340	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-345	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-362	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-378	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-500	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-501	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-502	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-505	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-513a-1	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-513a-2	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-514-3	71218
"1,2,4-triazolidine-3,5-dione, 1,2,4-tri(oxiranylmethyl)-"	hsa-mir-99b	71218
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-let-7b	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-let-7e	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-let-7i	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-125a	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-125b-2	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-127	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-132	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-134	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-140	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-149	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-185	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-218-2	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-22	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-296	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-299	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-30b	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-337	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-370	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-377	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-409	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-431	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-432	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-493	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-505	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-518a-2	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-521-1	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-95	5376407
"1-(2,5-dimethoxyphenyl)-2-nitropropene"	hsa-mir-99b	5376407
"1,2 benzo-8-(1-hydroxy-2-methylamino propane)-3-phenoxazone"	hsa-mir-141	400530
"1,2 benzo-8-(1-hydroxy-2-methylamino propane)-3-phenoxazone"	hsa-mir-200b	400530
"1,2 benzo-8-(1-hydroxy-2-methylamino propane)-3-phenoxazone"	hsa-mir-200c	400530
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-181d	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-193a	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-193b	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-210	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-21	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-22	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-30a	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-30c-2	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-30e	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-365-1	359305
"1,2-benzo-8-(2-aminoethyl)-3-phenoxazone"	hsa-mir-365-2	359305
"1,2-benzo-8-(l-alanyl)-3-phenoxazone nitrate salt"	hsa-mir-200c	24202491
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-125b-1	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-138-1	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-140	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-142	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-193b	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-25	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-29a	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-29b-1	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-29b-2	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-29c	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-30d	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-365-2	397601
"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"	hsa-mir-93	397601
"12-chloro-7,12-dihydro-9-phenylbenzo[a]phenarsazinine"	hsa-mir-21	12283554
"1,2-didemethylcolchicine"	hsa-mir-193a	100174
"1,2-didemethylcolchicine"	hsa-mir-193b	100174
12-epi-eupalmerone	hsa-let-7b	5472714
12-epi-eupalmerone	hsa-let-7i	5472714
12-epi-eupalmerone	hsa-mir-125b-2	5472714
12-epi-eupalmerone	hsa-mir-134	5472714
12-epi-eupalmerone	hsa-mir-136	5472714
12-epi-eupalmerone	hsa-mir-154	5472714
12-epi-eupalmerone	hsa-mir-20a	5472714
12-epi-eupalmerone	hsa-mir-218-2	5472714
12-epi-eupalmerone	hsa-mir-296	5472714
12-epi-eupalmerone	hsa-mir-376b	5472714
12-epi-eupalmerone	hsa-mir-409	5472714
12-epi-eupalmerone	hsa-mir-431	5472714
12-epi-eupalmerone	hsa-mir-432	5472714
12-epi-eupalmerone	hsa-mir-450a-2	5472714
12-epi-eupalmerone	hsa-mir-493	5472714
12-epi-eupalmerone	hsa-mir-495	5472714
"1,2-ethanediphosphonic acid"	hsa-mir-508	80247
"1,2-hydroxy-3-naphthoic acid"	hsa-let-7f-1	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-146a	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-146b	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-182	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-200b	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-200c	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-204	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-211	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-335	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-362	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-500	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-501	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-506	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-508	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-509-1	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-513a-1	356138
"1,2-hydroxy-3-naphthoic acid"	hsa-mir-513a-2	356138
12-iminodaunorubicin hcl	hsa-mir-10a	108155
12-iminodaunorubicin hcl	hsa-mir-10b	108155
12-iminodaunorubicin hcl	hsa-mir-125a	108155
12-iminodaunorubicin hcl	hsa-mir-142	108155
12-iminodaunorubicin hcl	hsa-mir-193b	108155
12-iminodaunorubicin hcl	hsa-mir-221	108155
12-iminodaunorubicin hcl	hsa-mir-222	108155
12-iminodaunorubicin hcl	hsa-mir-23a	108155
12-iminodaunorubicin hcl	hsa-mir-23b	108155
12-iminodaunorubicin hcl	hsa-mir-24-1	108155
12-iminodaunorubicin hcl	hsa-mir-24-2	108155
12-iminodaunorubicin hcl	hsa-mir-27b	108155
12-iminodaunorubicin hcl	hsa-mir-28	108155
12-iminodaunorubicin hcl	hsa-mir-30a	108155
12-iminodaunorubicin hcl	hsa-mir-30b	108155
12-iminodaunorubicin hcl	hsa-mir-30c-2	108155
12-iminodaunorubicin hcl	hsa-mir-30d	108155
12-iminodaunorubicin hcl	hsa-mir-30e	108155
12-iminodaunorubicin hcl	hsa-mir-99a	108155
12-iminodaunorubicin hcl	hsa-mir-99b	108155
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-let-7a-1	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-let-7b	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-let-7e	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-100	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-105-2	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-106a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-10a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-10b	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-125a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-125b-1	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-125b-2	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-142	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-151	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-18a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-193a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-20a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-20b	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-218-2	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-219-1	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-21	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-221	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-22	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-23a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-23b	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-24-1	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-24-2	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-25	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-27a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-27b	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-28	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-31	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-339	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-409	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-495	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-517c	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-519e	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-93	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-99a	344295
"1,2-naphthoquinone, 3,7-dimethyl-"	hsa-mir-99b	344295
1-(2-thiazoylazo)-2-naphthol	hsa-let-7e	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-125a	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-142	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-23a	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-23b	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-24-2	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-27a	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-27b	93572
1-(2-thiazoylazo)-2-naphthol	hsa-mir-362	93572
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-106a	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-142	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-18a	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-20a	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-20b	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-25	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-27b	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-32	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-339	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-365-1	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-92a-2	340916
"1,3,5-triazine, 2-(1-methylethenyl)-2,4-diphenoxy-"	hsa-mir-93	340916
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-10b	24203485
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-142	24203485
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-20a	24203485
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-23a	24203485
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-27a	24203485
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-28	24203485
1-(3-bromo-phenyl)-3-(pyridin-2-ylsulfanyl)-propenone	hsa-mir-93	24203485
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-let-7b	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-let-7c	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-let-7e	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-100	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-106a	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-142	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-146b	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-17	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-18a	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-19b-1	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-19b-2	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-20a	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-20b	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-21	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-23a	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-23b	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-24-2	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-25	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-27b	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-409	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-93	379884
"1,3-butadiene, 1,1,2,4,4-pentachloro-3-nitro-"	hsa-mir-99a	379884
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-let-7a-1	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-100	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-105-2	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-106a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-10b	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-125a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-125b-1	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-125b-2	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-134	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-142	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-18a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-20a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-20b	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-22	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-23a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-23b	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-24-1	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-24-2	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-27a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-27b	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-28	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-9-3	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-93	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-99a	6518457
"1,3-butadiene, 1,1,2,4-tetrachloro-3-nitro-4-(phenylthio)-"	hsa-mir-99b	6518457
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-132	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-134	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-142	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-193a	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-21	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-22	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-23a	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-23b	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-24-1	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-24-2	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-27a	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-27b	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-28	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-339	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-423	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-9-3	24203225
1-(3-diethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-99b	24203225
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-134	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-142	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-22	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-24-1	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-24-2	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-27a	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-27b	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-28	24203224
1-(3-dimethylarsino-3-thio-2-methyl-1-oxopropyl)-l-proline	hsa-mir-9-3	24203224
"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-chlorophenyl)-"	hsa-mir-376a-2	376376
"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-chlorophenyl)-"	hsa-mir-512-2	376376
"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-fluorophenyl)-"	hsa-mir-130a	375860
"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-fluorophenyl)-"	hsa-mir-30a	375860
"1,3-dioxolo[4,5-g]quinolin-8(5h)-one, 6-(2-fluorophenyl)-"	hsa-mir-30e	375860
"1,4-benzenediamine, n1-9-acridinyl-2-methoxy-"	hsa-mir-23a	334401
"1,4-benzenediamine, n1-9-acridinyl-2-methoxy-"	hsa-mir-23b	334401
"1,4-biphenylene-bis(triphenylphosphonium) dibromide"	hsa-mir-16-2	54610386
"1,4-biphenylene-bis(triphenylphosphonium) dibromide"	hsa-mir-17	54610386
"1,4-biphenylene-bis(triphenylphosphonium) dibromide"	hsa-mir-195	54610386
"1,4-bis[(2-aminoethyl)amino]-5,8-dihydroxyanthraquinone"	hsa-mir-203	125982
"1,4-bis[(2-aminoethyl)amino]-5,8-dihydroxyanthraquinone"	hsa-mir-501	125982
"1,4-bis[(2-aminoethyl)amino]-5,8-dihydroxyanthraquinone"	hsa-mir-506	125982
"1,4-bis[(2-aminoethyl)amino]-5,8-dihydroxyanthraquinone"	hsa-mir-508	125982
"1,4-bis[(2-aminoethyl)amino]-5,8-dihydroxyanthraquinone"	hsa-mir-509-1	125982
"1,4-bis(5-acetyl-4,7-dimethoxybenzofuran-6-yloxy)butane"	hsa-mir-10a	10239474
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-100	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-10a	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-10b	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-125a	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-125b-1	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-125b-2	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-142	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-23a	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-23b	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-24-1	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-24-2	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-27b	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-28	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-31	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-99a	25197647
1-(4-bromophenyl)-3-(1h-indazol-3-yl)urea	hsa-mir-99b	25197647
14-chelidoninone	hsa-mir-376a-2	268004
14-chelidoninone	hsa-mir-512-2	268004
